product_name,ingredients_text,nova_group,health_score,allergens,additives,calories,protein_g,carbs_g,fat_g,sugar_g,sodium_mg,fiber_g,nutrition_density,food_group,source_dataset
Peanut Butter Fudge,"peanut butter fudge, pasteurized cream, natural milk fat",2,68.7,"Milk/Dairy, Peanuts",,62.0,0.6,12.4,1.1,11.7,85.0,0.1,21.1,Group 2,FOOD-DATA-GROUP2.csv
Sugar Coated Almonds,sugar coated almonds,2,65.0,,,17.0,0.4,2.4,0.6,2.2,21.0,0.0,6.9,Group 2,FOOD-DATA-GROUP2.csv
Chocolate Coated Marshmallow,chocolate coated marshmallow,4,44.2,,,118.0,1.1,19.0,4.7,12.5,2.0,0.6,39.1,Group 2,FOOD-DATA-GROUP2.csv
Raisins Chocolate Coated,"raisins chocolate coated, dietary fiber",4,23.2,,,390.0,4.1,68.4,14.8,62.2,21.0,3.1,178.3,Group 2,FOOD-DATA-GROUP2.csv
Chewing Gum Sugarless,chewing gum sugarless,2,65.2,,,5.0,0.0,1.9,0.0,0.0,1.0,0.1,2.4,Group 2,FOOD-DATA-GROUP2.csv
Chewing Gum,chewing gum,1,75.0,,,11.0,0.0,2.9,0.0,2.0,83.0,0.0,3.0,Group 2,FOOD-DATA-GROUP2.csv
Chocolate Syrup,chocolate syrup,4,39.0,,,109.0,0.8,25.4,0.4,19.4,61.0,1.0,34.0,Group 2,FOOD-DATA-GROUP2.csv
Chocolate Fudge Syrup,chocolate fudge syrup,4,46.2,,,67.0,0.9,12.0,1.7,6.6,84.0,0.5,24.7,Group 2,FOOD-DATA-GROUP2.csv
M Ms Milk Chocolate Mars,m ms milk chocolate mars,4,34.8,Milk/Dairy,,207.0,1.8,29.9,8.9,26.7,18.0,1.2,86.7,Group 2,FOOD-DATA-GROUP2.csv
Milk Chocolate With Almonds,milk chocolate with almonds,4,48.3,Milk/Dairy,,216.0,3.7,21.9,14.1,18.0,51.0,2.5,134.8,Group 2,FOOD-DATA-GROUP2.csv
Chocolate Fudge,chocolate fudge,4,43.6,,,70.0,0.4,13.0,1.8,12.4,32.0,0.3,24.1,Group 2,FOOD-DATA-GROUP2.csv
Milk Chocolate With Rice Cereal,milk chocolate with rice cereal,4,40.0,Milk/Dairy,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Group 2,FOOD-DATA-GROUP2.csv
M Ms Peanut Chocolate Mars,m ms peanut chocolate mars,4,46.8,Peanuts,,93.0,1.7,10.9,4.7,9.1,17.0,0.7,36.6,Group 2,FOOD-DATA-GROUP2.csv
Dark Chocolate,dark chocolate,4,47.1,,,165.0,1.5,18.0,9.7,13.8,13.0,2.2,31.8,Group 2,FOOD-DATA-GROUP2.csv
Chocolate Semisweet,"chocolate semisweet, dietary fiber",4,35.9,,,806.0,7.1,107.4,50.4,91.6,42.0,9.9,233.9,Group 2,FOOD-DATA-GROUP2.csv
After Eight Mints Nestle,after eight mints nestle,1,75.5,,,36.0,0.1,6.7,1.0,5.6,25.0,0.2,9.2,Group 2,FOOD-DATA-GROUP2.csv
Milk Chocolate,milk chocolate,4,45.5,Milk/Dairy,,37.0,0.5,4.2,2.1,3.6,45.0,0.2,20.5,Group 2,FOOD-DATA-GROUP2.csv
White Chocolate,white chocolate,4,40.2,,,162.0,1.8,17.8,9.6,17.7,9.0,0.1,89.2,Group 2,FOOD-DATA-GROUP2.csv
Chocolate,chocolate,4,40.9,,,208.0,1.6,24.8,14.0,21.1,1.0,2.3,53.6,Group 2,FOOD-DATA-GROUP2.csv
Twix Mars,twix mars,1,77.2,,,146.0,1.4,18.8,7.2,14.0,64.0,0.3,27.9,Group 2,FOOD-DATA-GROUP2.csv
Kit Kat Nestle,kit kat nestle,1,80.5,,,62.0,0.7,7.6,3.3,6.5,22.0,0.2,11.8,Group 2,FOOD-DATA-GROUP2.csv
Snickers Mars,snickers mars,1,66.6,,,280.0,4.3,35.1,13.6,28.8,100.0,1.3,54.8,Group 2,FOOD-DATA-GROUP2.csv
Milky Way Mars,milky way mars,4,24.6,,,264.0,2.3,41.3,10.0,34.6,21.0,0.6,54.4,Group 2,FOOD-DATA-GROUP2.csv
Clif Bar,"clif bar, dietary fiber",1,96.2,,,235.0,10.0,44.5,4.0,21.5,100.0,5.0,378.2,Group 2,FOOD-DATA-GROUP2.csv
Gum Drops,gum drops,1,75.0,,,18.0,0.0,4.4,0.0,3.5,8.0,0.0,4.4,Group 2,FOOD-DATA-GROUP2.csv
Skittles Wild Berry Mars,"skittles wild berry mars, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",4,19.5,,,249.0,0.1,56.3,2.6,47.1,36.0,0.0,100.6,Group 2,FOOD-DATA-GROUP2.csv
Skittles Original Mars,skittles original mars,4,19.5,,,251.0,0.1,56.3,2.7,47.0,25.0,0.0,100.5,Group 2,FOOD-DATA-GROUP2.csv
Skittles Tropical Mars,skittles tropical mars,4,19.5,,,251.0,0.1,56.3,2.7,47.0,95.0,0.0,100.7,Group 2,FOOD-DATA-GROUP2.csv
Fruit Leather,"fruit leather, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",1,80.0,,,52.0,0.0,12.0,0.4,6.9,0.0,0.0,33.8,Group 2,FOOD-DATA-GROUP2.csv
Taffy,taffy,4,44.7,,,60.0,0.1,13.7,0.5,10.3,28.0,0.0,14.4,Group 2,FOOD-DATA-GROUP2.csv
Eisbonbons Mac Iver,eisbonbons mac iver,1,75.0,,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Group 2,FOOD-DATA-GROUP2.csv
Caramels,caramels,1,80.0,,,39.0,0.5,7.8,0.8,6.6,15.0,0.0,23.2,Group 2,FOOD-DATA-GROUP2.csv
Hard Candy,hard candy,4,40.0,,,24.0,0.0,5.9,0.1,3.8,21.0,0.0,6.2,Group 2,FOOD-DATA-GROUP2.csv
Jellybeans,jellybeans,1,75.2,,,4.0,0.0,1.0,0.0,0.8,76.0,0.1,1.2,Group 2,FOOD-DATA-GROUP2.csv
Jellies,jellies,1,79.8,,,56.0,0.0,14.7,0.1,10.8,16.0,0.2,16.8,Group 2,FOOD-DATA-GROUP2.csv
Wheat Germ Toasted,"wheat germ toasted, dietary fiber",1,92.7,Gluten/Wheat,,115.0,8.7,14.9,3.2,2.3,60.0,4.5,49.3,Group 2,FOOD-DATA-GROUP2.csv
Crispy Brown Rice,crispy brown rice,1,85.8,,,124.0,2.3,27.5,1.1,2.9,86.0,2.3,42.6,Group 2,FOOD-DATA-GROUP2.csv
Bran Flakes Asda,bran flakes asda,1,75.0,,,109.0,0.0,0.2,0.6,0.0,0.0,0.0,0.8,Group 2,FOOD-DATA-GROUP2.csv
Amaranth Cooked,"amaranth cooked, dietary fiber",1,98.0,,,251.0,9.3,46.0,3.9,0.0,95.0,5.2,185.2,Group 2,FOOD-DATA-GROUP2.csv
Triticale,"triticale, high protein",1,97.7,,,645.0,25.1,138.5,4.0,0.0,49.0,0.0,243.5,Group 2,FOOD-DATA-GROUP2.csv
Barley Raw,barley raw,1,84.8,Gluten/Wheat,,42.0,1.2,9.3,0.1,0.1,16.0,1.9,16.3,Group 2,FOOD-DATA-GROUP2.csv
Bulgur Dry,"bulgur dry, dietary fiber",1,96.6,,,171.0,6.1,37.9,0.7,0.2,71.0,9.2,72.6,Group 2,FOOD-DATA-GROUP2.csv
Cottonseed Kernels Roasted,"cottonseed kernels roasted, dietary fiber, high protein",1,98.0,,,754.0,48.6,32.6,54.1,0.0,73.0,8.2,313.9,Group 2,FOOD-DATA-GROUP2.csv
Rice Bran,"rice bran, dietary fiber, high protein",1,98.0,,,373.0,15.8,58.6,24.6,1.1,36.0,24.8,213.0,Group 2,FOOD-DATA-GROUP2.csv
Chaptti Roti Indian Bread,"chaptti roti indian bread, grain flour, water, yeast, salt",3,21.8,Gluten/Wheat,,491.0,7.0,0.1,2.5,68.4,0.0,0.0,9.6,Group 2,FOOD-DATA-GROUP2.csv
Quinoa Cooked,"quinoa cooked, dietary fiber",1,96.3,,,222.0,8.1,39.4,3.6,1.6,26.0,5.2,90.6,Group 2,FOOD-DATA-GROUP2.csv
Dar Vida Swiss Original,dar vida swiss original,1,75.0,,,116.0,0.0,0.5,3.1,0.0,0.0,0.0,3.6,Group 2,FOOD-DATA-GROUP2.csv
Teff Cooked,"teff cooked, dietary fiber",1,98.0,,,255.0,9.8,50.0,1.6,0.0,53.0,7.1,197.2,Group 2,FOOD-DATA-GROUP2.csv
Couscous Dry,"couscous dry, dietary fiber, high protein",1,98.0,Gluten/Wheat,,650.0,22.1,134.0,1.1,0.0,31.0,8.7,209.3,Group 2,FOOD-DATA-GROUP2.csv
Weetabix Weetabix,weetabix weetabix,1,80.0,,,2078.0,0.0,0.0,11.5,0.0,0.0,0.0,11.5,Group 2,FOOD-DATA-GROUP2.csv
Oat Bran Cooked,"oat bran cooked, dietary fiber",1,95.7,Gluten/Wheat,,88.0,7.0,25.1,1.9,0.0,82.0,5.7,63.5,Group 2,FOOD-DATA-GROUP2.csv
Buckwheat Cooked,"buckwheat cooked, dietary fiber",1,91.9,,,155.0,5.7,33.5,1.0,1.5,53.0,4.5,57.8,Group 2,FOOD-DATA-GROUP2.csv
Millet Puffed,millet puffed,1,81.5,,,74.0,2.7,16.8,0.7,0.1,76.0,0.6,23.1,Group 2,FOOD-DATA-GROUP2.csv
Oat Bran Raw,oat bran raw,1,83.8,Gluten/Wheat,,23.0,1.3,4.9,0.5,0.1,36.0,1.2,65.9,Group 2,FOOD-DATA-GROUP2.csv
Popcorn Oil Popped,"popcorn oil popped, popcorn oil popped, pure extracted plant lipids",2,72.2,,,64.0,0.8,5.0,4.8,0.0,18.0,0.9,12.1,Group 2,FOOD-DATA-GROUP2.csv
Kamut Cooked,"kamut cooked, dietary fiber",1,98.0,,,251.0,11.1,52.4,1.6,0.0,38.0,6.7,92.5,Group 2,FOOD-DATA-GROUP2.csv
Wheat Bran,"wheat bran, dietary fiber",1,98.0,Gluten/Wheat,,125.0,9.0,37.4,2.5,0.2,15.0,24.8,122.1,Group 2,FOOD-DATA-GROUP2.csv
Cheese Popcorn,"cheese popcorn, pasteurized milk, cheese cultures, salt, enzymes",3,64.8,Milk/Dairy,,58.0,1.0,5.7,3.7,0.0,2.0,1.1,24.3,Group 2,FOOD-DATA-GROUP2.csv
Raisin Bran Crunch Kelloggs,raisin bran crunch kelloggs,1,80.0,,,90.0,1.9,21.2,0.5,9.0,0.0,0.0,23.6,Group 2,FOOD-DATA-GROUP2.csv
Couscous Cooked,couscous cooked,1,86.3,Gluten/Wheat,,176.0,6.0,36.5,0.3,0.2,54.0,2.2,58.2,Group 2,FOOD-DATA-GROUP2.csv
Multigrain Cheerios General Mills,multigrain cheerios general mills,1,75.2,,,4.0,0.0,1.0,0.0,0.2,0.0,0.1,1.2,Group 2,FOOD-DATA-GROUP2.csv
Bulgur Cooked,"bulgur cooked, dietary fiber",1,96.1,,,151.0,5.6,33.8,0.4,0.2,49.0,8.2,67.9,Group 2,FOOD-DATA-GROUP2.csv
Popcorn Air Popped,popcorn air popped,1,78.0,,,31.0,1.0,6.2,0.4,0.1,16.0,1.2,9.7,Group 2,FOOD-DATA-GROUP2.csv
Teff Raw,"teff raw, dietary fiber, high protein",1,98.0,,,708.0,25.7,141.1,4.6,3.6,53.0,15.4,548.9,Group 2,FOOD-DATA-GROUP2.csv
Spelt Cooked,"spelt cooked, dietary fiber",1,98.0,,,246.0,10.7,51.3,1.6,0.0,41.0,7.6,93.8,Group 2,FOOD-DATA-GROUP2.csv
Millet Raw,"millet raw, dietary fiber, high protein",1,98.0,,,756.0,22.0,145.7,8.4,0.0,13.0,17.0,215.1,Group 2,FOOD-DATA-GROUP2.csv
Popcorn Unpopped,"popcorn unpopped, dietary fiber",1,89.0,,,106.0,3.1,20.9,1.2,0.3,1.0,3.6,31.1,Group 2,FOOD-DATA-GROUP2.csv
Whole Wheat Cooked,"whole wheat cooked, dietary fiber",1,87.3,Gluten/Wheat,,150.0,4.8,33.2,1.0,0.2,600.0,3.9,61.3,Group 2,FOOD-DATA-GROUP2.csv
Wheat Sprouted,wheat sprouted,1,86.3,Gluten/Wheat,,214.0,8.1,45.9,1.4,0.0,26.0,1.2,91.9,Group 2,FOOD-DATA-GROUP2.csv
Whole Wheat Dry,whole wheat dry,1,86.8,Gluten/Wheat,,96.0,3.1,21.1,0.6,0.1,36.0,2.7,39.6,Group 2,FOOD-DATA-GROUP2.csv
Caramel Popcorn,caramel popcorn,1,79.2,,,122.0,1.1,22.4,3.6,15.1,69.0,1.5,41.4,Group 2,FOOD-DATA-GROUP2.csv
Wheat Puffed,wheat puffed,1,81.2,Gluten/Wheat,,44.0,1.8,9.6,0.1,0.0,30.0,0.5,19.2,Group 2,FOOD-DATA-GROUP2.csv
Roggenmischbrot Sonnenblumenkerne Aldi,roggenmischbrot sonnenblumenkerne aldi,1,75.0,,,82.0,0.0,0.0,3.1,0.0,0.0,0.0,3.1,Group 2,FOOD-DATA-GROUP2.csv
Wheat Germ,"wheat germ, dietary fiber",1,91.1,Gluten/Wheat,,112.0,7.2,16.1,3.0,0.0,37.0,4.1,44.4,Group 2,FOOD-DATA-GROUP2.csv
Microwave Popcorn,"microwave popcorn, dietary fiber",4,60.1,,,465.0,7.3,49.8,26.3,0.3,600.0,8.7,93.4,Group 2,FOOD-DATA-GROUP2.csv
Millet Cooked,millet cooked,1,86.6,,,207.0,6.1,41.2,1.7,0.2,46.0,2.3,57.6,Group 2,FOOD-DATA-GROUP2.csv
Kamut Raw,"kamut raw, dietary fiber, high protein",1,98.0,,,627.0,27.3,130.9,4.1,15.2,12.0,16.9,180.8,Group 2,FOOD-DATA-GROUP2.csv
Wheat Durum,"wheat durum, high protein",3,77.0,Gluten/Wheat,,651.0,26.3,136.6,4.7,0.0,32.0,0.0,239.7,Group 2,FOOD-DATA-GROUP2.csv
Sorghum,"sorghum, dietary fiber, high protein",1,98.0,,,651.0,21.7,143.3,6.3,0.0,45.0,12.1,245.6,Group 2,FOOD-DATA-GROUP2.csv
White Wheat,"white wheat, dietary fiber, high protein",1,98.0,Gluten/Wheat,,657.0,21.7,145.7,3.3,0.8,94.0,23.4,264.3,Group 2,FOOD-DATA-GROUP2.csv
Rye,"rye, dietary fiber, high protein",1,98.0,Gluten/Wheat,,571.0,17.5,128.2,2.8,1.7,78.0,25.5,219.0,Group 2,FOOD-DATA-GROUP2.csv
Spelt Raw,"spelt raw, dietary fiber, high protein",1,98.0,,,588.0,25.4,122.1,4.2,11.9,76.0,18.6,225.0,Group 2,FOOD-DATA-GROUP2.csv
Buckwheat Raw,buckwheat raw,1,83.0,,,41.0,1.6,8.6,0.4,0.0,54.0,1.2,14.3,Group 2,FOOD-DATA-GROUP2.csv
Honey Cereali General Mills,honey cereali general mills,1,75.0,,,104.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,Group 2,FOOD-DATA-GROUP2.csv
Barley Cooked,"barley cooked, dietary fiber",1,96.2,Gluten/Wheat,,193.0,3.5,44.3,0.7,0.4,64.0,6.0,73.9,Group 2,FOOD-DATA-GROUP2.csv
Oats,oats,1,82.8,,,39.0,1.7,6.6,0.7,0.0,74.0,1.1,16.0,Group 2,FOOD-DATA-GROUP2.csv
Amaranth Raw,amaranth raw,1,81.8,,,37.0,1.4,6.5,0.7,0.2,77.0,0.7,26.4,Group 2,FOOD-DATA-GROUP2.csv
Semolina,"semolina, dietary fiber, high protein",1,98.0,,,601.0,21.2,121.6,1.8,0.0,97.0,6.5,186.8,Group 2,FOOD-DATA-GROUP2.csv
Quinoa Dry,"quinoa dry, dietary fiber",1,93.7,,,221.0,8.5,38.5,3.6,0.0,26.0,4.2,85.7,Group 2,FOOD-DATA-GROUP2.csv
Wheat Shredded,"wheat shredded, dietary fiber",1,95.2,Gluten/Wheat,,155.0,5.2,36.2,1.0,0.4,86.0,5.5,76.9,Group 2,FOOD-DATA-GROUP2.csv
Cattail,cattail,1,82.2,,,5.0,0.2,1.0,0.0,0.1,31.0,0.9,12.7,Group 2,FOOD-DATA-GROUP2.csv
Peanut Granola Bar,peanut granola bar,1,81.8,Peanuts,,116.0,2.4,15.0,5.7,8.2,6.0,0.7,34.2,Group 2,FOOD-DATA-GROUP2.csv
Vanilla Bluberry Bar Kind,"vanilla bluberry bar kind, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",1,75.0,,,49.0,0.0,0.9,1.4,0.1,0.0,0.0,2.3,Group 2,FOOD-DATA-GROUP2.csv
Coconut Granola Bar,coconut granola bar,1,84.5,,,150.0,1.5,15.6,9.1,9.7,6.0,1.8,40.5,Group 2,FOOD-DATA-GROUP2.csv
Almond Granola Bar,almond granola bar,1,83.0,Tree Nuts,,119.0,1.8,14.9,6.1,0.0,67.0,1.2,32.3,Group 2,FOOD-DATA-GROUP2.csv
Chocolate Chip Granola Bar,chocolate chip granola bar,4,47.8,,,105.0,1.8,17.3,3.9,0.0,62.0,1.1,43.4,Group 2,FOOD-DATA-GROUP2.csv
Fruit Granola Bar,"fruit granola bar, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",1,81.5,,,82.0,1.4,18.6,0.2,13.3,28.0,1.8,24.1,Group 2,FOOD-DATA-GROUP2.csv
Granola Bar,granola bar,1,82.8,,,99.0,2.1,13.5,4.2,6.0,84.0,1.1,34.5,Group 2,FOOD-DATA-GROUP2.csv
Peanut Bar,peanut bar,1,79.4,Peanuts,,209.0,6.2,19.0,13.5,16.9,59.0,1.6,71.9,Group 2,FOOD-DATA-GROUP2.csv
Milk Cereal Bar,milk cereal bar,1,82.9,Milk/Dairy,,103.0,1.6,18.0,2.7,11.5,87.0,0.1,130.3,Group 2,FOOD-DATA-GROUP2.csv
Almond Rice Bar,almond rice bar,1,82.6,Tree Nuts,,128.0,2.0,18.1,5.7,0.0,0.0,1.0,52.5,Group 2,FOOD-DATA-GROUP2.csv
Fruit Nut Squares,"fruit nut squares, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",1,80.8,,,55.0,0.3,10.3,1.3,6.4,86.0,0.3,14.8,Group 2,FOOD-DATA-GROUP2.csv
Rice Wheat Cereal Bar,rice wheat cereal bar,1,81.0,Gluten/Wheat,,90.0,2.0,16.0,2.0,7.0,100.0,0.4,27.8,Group 2,FOOD-DATA-GROUP2.csv
Crisped Rice Bar,crisped rice bar,1,81.5,,,113.0,1.4,20.4,3.8,0.0,10.0,0.6,33.9,Group 2,FOOD-DATA-GROUP2.csv
Brown Rice Raw,"brown rice raw, dietary fiber",1,98.0,,,685.0,14.7,142.9,5.4,1.6,86.0,6.5,214.8,Group 2,FOOD-DATA-GROUP2.csv
Rice Pilaf Cooked,rice pilaf cooked,1,80.3,,,352.0,7.0,61.1,8.8,0.6,1000.0,1.4,149.4,Group 2,FOOD-DATA-GROUP2.csv
Beef Flavored Rice Raw,"beef flavored rice raw, fresh meat, essential amino acids, heme iron, high protein",4,43.9,,,657.0,19.8,139.1,2.3,0.0,2400.0,2.9,227.9,Group 2,FOOD-DATA-GROUP2.csv
Wild Rice Cooked,wild rice cooked,1,88.1,,,166.0,6.5,35.0,0.6,1.2,8.0,3.0,51.0,Group 2,FOOD-DATA-GROUP2.csv
Wild Rice Raw,"wild rice raw, dietary fiber, high protein",1,98.0,,,571.0,23.6,119.8,1.7,4.0,51.0,9.9,191.7,Group 2,FOOD-DATA-GROUP2.csv
Congee With Pork Shrimp And Squid Plus Egg,"congee with pork shrimp and squid plus egg, fresh meat, essential amino acids, heme iron",1,75.0,"Eggs, Shellfish",,178.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,Group 2,FOOD-DATA-GROUP2.csv
White Rice Pasta Cooked,"white rice pasta cooked, dietary fiber",3,65.7,Gluten/Wheat,,246.0,5.1,43.3,5.7,0.0,1100.0,5.1,77.7,Group 2,FOOD-DATA-GROUP2.csv
Chicken Flavored Rice Raw,"chicken flavored rice raw, fresh poultry meat, protein amino acids, high protein",4,39.9,,,601.0,17.9,127.3,2.2,4.0,2100.0,2.0,184.3,Group 2,FOOD-DATA-GROUP2.csv
Instant White Rice Raw,instant white rice raw,4,53.7,,,361.0,7.4,78.2,0.9,0.0,39.0,1.8,115.2,Group 2,FOOD-DATA-GROUP2.csv
Rice Crisps,rice crisps,1,80.5,,,107.0,1.8,24.1,0.4,2.3,200.0,0.2,43.9,Group 2,FOOD-DATA-GROUP2.csv
Parboiled White Rice Raw,"parboiled white rice raw, parboiled white rice raw, pure extracted plant lipids, dietary fiber",1,98.0,,,692.0,13.9,149.6,1.9,0.6,55.0,3.3,306.3,Group 2,FOOD-DATA-GROUP2.csv
Instant White Rice Cooked,instant white rice cooked,4,48.1,,,193.0,3.6,41.4,0.8,0.0,1.0,1.0,62.9,Group 2,FOOD-DATA-GROUP2.csv
Rice Pilaf Raw,"rice pilaf raw, high protein",4,44.9,,,732.0,21.3,155.7,2.8,3.1,2700.0,2.4,356.6,Group 2,FOOD-DATA-GROUP2.csv
Rice Cracker Cake,rice cracker cake,3,65.0,Gluten/Wheat,,111.0,2.0,23.0,1.2,0.2,97.0,1.2,30.9,Group 2,FOOD-DATA-GROUP2.csv
Parboiled White Rice Cooked,"parboiled white rice cooked, parboiled white rice cooked, pure extracted plant lipids",1,85.0,,,194.0,4.6,41.2,0.6,0.2,88.0,1.4,80.7,Group 2,FOOD-DATA-GROUP2.csv
White Rice Steamed,white rice steamed,1,83.4,,,199.0,4.2,44.7,0.4,0.0,9.0,1.2,57.6,Group 2,FOOD-DATA-GROUP2.csv
Brown Rice Cake,brown rice cake,1,76.0,Gluten/Wheat,,35.0,0.7,7.3,0.3,0.0,24.0,0.4,9.8,Group 2,FOOD-DATA-GROUP2.csv
Glutinous White Rice Raw,"glutinous white rice raw, dietary fiber",1,98.0,,,685.0,12.6,151.1,1.0,0.0,15.0,5.2,193.3,Group 2,FOOD-DATA-GROUP2.csv
White Rice Pasta Raw,"white rice pasta raw, high protein",3,52.9,Gluten/Wheat,,600.0,15.3,122.8,4.0,0.0,3000.0,0.0,224.6,Group 2,FOOD-DATA-GROUP2.csv
Glutinous White Rice Cooked,glutinous white rice cooked,1,84.2,,,169.0,3.5,36.7,0.3,0.1,27.0,1.7,45.9,Group 2,FOOD-DATA-GROUP2.csv
Brown Rice Cooked,"brown rice cooked, dietary fiber",1,90.0,,,218.0,4.5,45.8,1.6,0.7,86.0,3.5,75.9,Group 2,FOOD-DATA-GROUP2.csv
Beef Flavored Rice Cooked,"beef flavored rice cooked, fresh meat, essential amino acids, heme iron",4,44.4,,,319.0,7.0,54.4,7.9,0.0,900.0,1.5,97.7,Group 2,FOOD-DATA-GROUP2.csv
White Rice Cooked,white rice cooked,1,82.4,,,205.0,4.3,44.5,0.4,0.0,77.0,0.6,67.5,Group 2,FOOD-DATA-GROUP2.csv
Chicken Flavored Rice Cooked,"chicken flavored rice cooked, fresh poultry meat, protein amino acids",4,43.9,,,317.0,6.2,54.8,8.0,1.5,900.0,1.6,89.1,Group 2,FOOD-DATA-GROUP2.csv
White Rice Raw,white rice raw,1,98.0,,,675.0,13.2,147.9,1.2,0.2,81.0,2.4,224.5,Group 2,FOOD-DATA-GROUP2.csv
Cheese Imitation,"cheese imitation, pasteurized milk, cheese cultures, salt, enzymes, high protein",4,60.3,Milk/Dairy,,441.0,28.3,1.1,36.2,1.1,800.0,0.0,863.2,Group 2,FOOD-DATA-GROUP2.csv
Cheshire Cheese,"cheshire cheese, pasteurized milk, cheese cultures, salt, enzymes",3,70.1,Milk/Dairy,,110.0,6.6,1.4,8.7,0.0,200.0,0.0,198.8,Group 2,FOOD-DATA-GROUP2.csv
Monterey Cheese,"monterey cheese, pasteurized milk, cheese cultures, salt, enzymes, high protein",3,78.6,Milk/Dairy,,421.0,27.7,0.8,34.2,0.6,700.0,0.0,906.7,Group 2,FOOD-DATA-GROUP2.csv
Edam Cheese,"edam cheese, pasteurized milk, cheese cultures, salt, enzymes",3,72.3,Milk/Dairy,,107.0,7.5,0.4,8.3,0.0,300.0,0.0,235.6,Group 2,FOOD-DATA-GROUP2.csv
Fontina Cheese,"fontina cheese, pasteurized milk, cheese cultures, salt, enzymes, high protein",3,75.5,Milk/Dairy,,420.0,27.6,1.7,33.6,1.7,900.0,0.0,657.4,Group 2,FOOD-DATA-GROUP2.csv
Monterey Cheese Low Fat,"monterey cheese low fat, pasteurized milk, cheese cultures, salt, enzymes, high protein",3,81.0,Milk/Dairy,,350.0,31.9,0.8,24.4,0.6,600.0,0.0,854.8,Group 2,FOOD-DATA-GROUP2.csv
Colby Cheese,"colby cheese, pasteurized milk, cheese cultures, salt, enzymes, high protein",3,78.2,Milk/Dairy,,445.0,26.8,2.9,36.3,0.6,700.0,0.0,841.3,Group 2,FOOD-DATA-GROUP2.csv
American Cheese,"american cheese, pasteurized milk, cheese cultures, salt, enzymes",3,73.2,Milk/Dairy,,93.0,4.5,0.9,7.9,0.6,400.0,0.0,274.9,Group 2,FOOD-DATA-GROUP2.csv
Blue Cheese,"blue cheese, pasteurized milk, cheese cultures, salt, enzymes",3,68.8,Milk/Dairy,,106.0,6.4,0.7,8.6,0.2,300.0,0.0,174.2,Group 2,FOOD-DATA-GROUP2.csv
Nectarine,nectarine,1,84.9,,,66.0,1.6,15.8,0.5,11.8,0.0,2.6,20.7,Group 3,FOOD-DATA-GROUP3.csv
Kiwifruit Gold,"kiwifruit gold, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",1,88.2,,,51.0,0.8,12.8,0.2,10.0,46.0,1.1,159.7,Group 3,FOOD-DATA-GROUP3.csv
Prickly Pear Raw,"prickly pear raw, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",1,82.5,,,8.0,0.0,1.9,0.1,0.2,65.0,1.0,39.3,Group 3,FOOD-DATA-GROUP3.csv
Pineapple,"pineapple, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",1,83.2,,,45.0,0.5,11.8,0.1,8.9,99.0,1.3,14.0,Group 3,FOOD-DATA-GROUP3.csv
Rowan,"rowan, dietary fiber",4,46.5,,,253.0,5.2,54.5,4.6,32.1,83.0,14.1,176.4,Group 3,FOOD-DATA-GROUP3.csv
Muscadine Grapes,"muscadine grapes, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c",1,75.5,,,3.0,0.0,0.8,0.1,0.0,24.0,0.2,3.4,Group 3,FOOD-DATA-GROUP3.csv
Heidelbeeren Jutro,"heidelbeeren jutro, water, malted barley, hops, brewer yeast",3,57.0,,,17.0,0.0,0.4,0.2,0.0,0.0,0.0,0.6,Group 3,FOOD-DATA-GROUP3.csv
Prunes Stewed,prunes stewed,3,67.4,,,316.0,3.4,83.2,0.7,0.0,39.0,0.0,157.8,Group 3,FOOD-DATA-GROUP3.csv
Tangerine,tangerine,1,84.0,,,40.0,0.6,10.1,0.2,8.0,56.0,1.4,60.8,Group 3,FOOD-DATA-GROUP3.csv
Prunes,prunes,1,83.4,,,237.0,2.6,62.3,0.5,0.0,76.0,0.0,118.3,Group 3,FOOD-DATA-GROUP3.csv
Lemon Peel,lemon peel,1,75.5,,,1.0,0.0,0.3,0.0,0.1,28.0,0.2,5.9,Group 3,FOOD-DATA-GROUP3.csv
Banana,"banana, fresh raw fruit, natural fruit sugars, plant dietary fiber, vitamin c, dietary fiber",1,82.3,,,134.0,1.6,34.3,0.5,18.3,55.0,3.9,41.1,Group 3,FOOD-DATA-GROUP3.csv
Raspberries,raspberries,1,76.8,,,5.0,0.1,1.2,0.0,0.4,54.0,0.7,2.2,Group 3,FOOD-DATA-GROUP3.csv
Apricot,apricot,1,76.8,,,17.0,0.5,3.9,0.1,3.2,20.0,0.7,5.3,Group 3,FOOD-DATA-GROUP3.csv
